Date,Time,Latitude,Longitude,Type,Depth,Magnitude
12/4/2002,11:30:54,19.379,94.513,Earthquake,53.5,5.6
12/23/2002,13:46:11,16.957,-85.578,Earthquake,33,6
1/9/2003,2:50:46,-19.664,-176.295,Earthquake,10,6
1/22/2003,20:15:35,18.737,-104.467,Earthquake,10,5.5
2/14/2003,10:28:59,28.046,56.818,Earthquake,37.7,5.6
3/7/2003,12:23:10,0.855,-26.9,Earthquake,10,5.5
3/20/2003,16:33:11,-10.211,117.185,Earthquake,33.6,5.6
4/7/2003,2:12:16,-21.068,174.066,Earthquake,33,5.8
4/27/2003,22:57:45,-8.195,-71.592,Earthquake,559.9,6
5/12/2003,3:03:05,1.142,98.911,Earthquake,77.6,5.5
5/26/2003,19:23:28,2.354,128.855,Earthquake,31,7
6/12/2003,18:43:33,13.17,120.514,Earthquake,46.4,5.5
7/1/2003,17:00:23,12.803,124.898,Earthquake,33,6
7/15/2003,18:46:38,-3.828,152.174,Earthquake,33,6.5
7/26/2003,23:19:35,-18.478,168.515,Earthquake,33,5.5
8/11/2003,13:40:20,-56.906,147.611,Earthquake,10,6
8/27/2003,14:40:42,43.741,-28.922,Earthquake,10,5.5
9/6/2003,2:08:14,-4.623,-106.045,Earthquake,10,6.1
9/20/2003,17:38:34,-55.879,-27.909,Earthquake,116.8,5.5
9/27/2003,22:12:01,28.827,128.393,Earthquake,10,5.7
10/9/2003,6:52:57,41.471,143.508,Earthquake,33,5.6
10/25/2003,12:47:59,38.383,100.975,Earthquake,10,5.8
11/11/2003,15:39:34,-30.659,-179.376,Earthquake,33,6.1
11/23/2003,18:06:05,-15.883,-173.851,Earthquake,97.6,5.7
12/10/2003,15:51:39,17.642,120.892,Earthquake,33,5.5
12/26/2003,1:56:52,28.995,58.311,Earthquake,10,6.6
1/3/2004,8:09:04,-22.163,169.55,Earthquake,10,6.1
1/15/2004,6:48:57,-6.083,149.684,Earthquake,58.9,5.6
1/29/2004,3:52:52,-50.206,-114.78,Earthquake,10,6.1
2/12/2004,13:47:33,-19.226,-173.518,Earthquake,21.2,5.8
3/2/2004,3:47:22,11.61,-86.767,Earthquake,28,6.2
3/14/2004,16:30:42,-17.267,-172.316,Earthquake,12,6.1
3/31/2004,3:23:23,-25.184,-67.545,Earthquake,129.5,5.5
4/14/2004,1:33:05,-17.848,-174.559,Earthquake,143.5,6
4/24/2004,7:44:11,-21.899,-174.822,Earthquake,8,6.1
5/7/2004,1:26:42,-21.988,170.276,Earthquake,14,6.3
5/27/2004,10:10:36,6.591,126.411,Earthquake,62.9,5.7
6/10/2004,20:33:06,-30.257,-178.702,Earthquake,143.1,5.6
7/1/2004,19:28:45,-5.91,148.662,Earthquake,56.9,5.6
7/22/2004,9:45:15,26.489,128.894,Earthquake,20.9,6.1
8/7/2004,9:30:17,51.753,-166.313,Earthquake,8,6
8/29/2004,22:08:34,-62.62,165.248,Earthquake,10,5.5
9/6/2004,23:29:35,33.205,137.227,Earthquake,10,6.6
9/19/2004,22:59:54,-12.925,166.793,Earthquake,114.7,5.5
10/8/2004,8:27:54,-10.951,162.161,Earthquake,36,6.8
10/23/2004,9:03:13,37.318,138.816,Earthquake,10.5,6.1
11/2/2004,8:45:56,28.702,143.214,Earthquake,10,5.7
11/11/2004,21:26:41,-8.152,124.868,Earthquake,10,7.5
11/21/2004,11:07:14,-15.403,-174.908,Earthquake,256.1,6
12/6/2004,16:26:29,-18.481,-178.076,Earthquake,439.2,6.1
12/21/2004,15:34:28,42.955,145.414,Earthquake,37.4,5.6
12/26/2004,2:38:09,8.493,92.353,Earthquake,33.2,5.6
12/26/2004,9:20:02,8.879,92.375,Earthquake,16.1,6.6
12/27/2004,6:59:15,3.033,95.538,Earthquake,27.2,5.6
12/29/2004,21:12:59,5.23,94.625,Earthquake,29.5,5.6
1/6/2005,0:04:10,19.638,-109.108,Earthquake,10,5.5
1/18/2005,14:09:06,42.946,144.866,Earthquake,42,6.3
1/26/2005,17:30:29,8.25,94.038,Earthquake,23.3,5.6
1/29/2005,20:28:23,7.909,94.386,Earthquake,30,5.6
2/8/2005,14:48:22,-14.252,167.259,Earthquake,206.3,6.7
2/19/2005,0:04:44,-5.562,122.129,Earthquake,10,6.5
3/4/2005,19:05:20,2.67,126.407,Earthquake,59.1,5.9
3/17/2005,23:20:49,4.863,95.089,Earthquake,60.4,5.7
3/29/2005,5:16:30,2.648,96.581,Earthquake,30,5.9
4/8/2005,1:51:39,0.679,97.38,Earthquake,30,5.7
4/11/2005,17:08:54,-21.975,170.612,Earthquake,68,6.7
5/5/2005,19:12:21,5.71,-82.845,Earthquake,18,6.5
5/26/2005,10:08:27,5.691,93.215,Earthquake,30,5.7
6/10/2005,17:42:42,1.813,97.089,Earthquake,25,5.5
6/23/2005,12:44:39,-29.261,-112.51,Earthquake,10,5.5
7/11/2005,12:01:35,-23.818,-111.68,Earthquake,10,5.7
7/26/2005,4:08:37,45.365,-112.615,Earthquake,12.9,5.6
8/7/2005,14:41:01,-14.435,-177.242,Earthquake,10,5.8
8/27/2005,18:38:21,6.817,-82.432,Earthquake,10,6.1
9/9/2005,19:55:22,-56.038,-27.905,Earthquake,142.8,5.6
9/30/2005,23:15:20,-5.668,151.683,Earthquake,25,5.8
10/9/2005,8:30:01,34.67,73.182,Earthquake,7,5.7
10/22/2005,12:16:36,-5.824,129.996,Earthquake,15,5.7
11/11/2005,14:58:50,-55.698,-27.063,Earthquake,28.8,5.9
11/27/2005,16:30:38,26.842,55.806,Earthquake,10,5.5
12/11/2005,6:26:35,15.272,-45.835,Earthquake,10,5.7
1/1/2006,8:47:13,4.735,95.144,Earthquake,51.5,5.5
1/23/2006,6:02:58,-17.391,167.715,Earthquake,23,6.4
2/8/2006,5:04:54,-54.502,143.812,Earthquake,10,5.9
3/1/2006,11:04:12,13.459,120.515,Earthquake,22.3,5.8
3/15/2006,5:27:54,-16.871,167.242,Earthquake,29.9,5.6
3/28/2006,13:32:48,31.713,137.746,Earthquake,401,5.9
4/10/2006,6:26:13,7.511,-36.93,Earthquake,10,5.7
4/22/2006,7:21:58,61.197,167.323,Earthquake,12,5.5
5/3/2006,15:26:40,-20.187,-174.123,Earthquake,55,8
5/17/2006,3:06:16,-20.634,-173.952,Earthquake,11,6
5/29/2006,14:10:50,-41.948,88.458,Earthquake,10,5.6
6/20/2006,10:02:08,51.582,-130.473,Earthquake,10,5.6
7/5/2006,10:19:23,-4.359,151.859,Earthquake,185.6,5.5
7/17/2006,10:44:32,-9.094,107.68,Earthquake,10,5.5
7/27/2006,11:16:40,1.707,97.146,Earthquake,20,6.3
8/15/2006,5:43:21,-9.273,150.481,Earthquake,10,5.7
8/31/2006,8:08:27,-0.267,125.061,Earthquake,36,5.8
9/18/2006,3:45:57,51.596,-173.961,Earthquake,18,5.8
10/6/2006,5:08:54,-41.189,80.641,Earthquake,10,5.7
10/18/2006,10:45:33,-15.053,167.266,Earthquake,115,6.4
11/7/2006,13:25:36,-21.729,-68.204,Earthquake,121.3,5.8
11/15/2006,11:33:24,46.862,153.731,Earthquake,10,5.5
11/17/2006,6:33:49,47.017,155.526,Earthquake,10,5.6
11/29/2006,23:08:16,-25.371,179.661,Earthquake,498.8,5.5
12/12/2006,23:08:36,-41.392,-86.003,Earthquake,10,5.5
12/26/2006,22:38:10,-54.832,147.54,Earthquake,10,5.7
1/16/2007,18:06:18,2.61,126.238,Earthquake,64.3,5.6
1/23/2007,4:37:19,-6.821,130.031,Earthquake,112.7,5.7
2/4/2007,22:52:54,-55.791,-123.448,Earthquake,10,5.6
2/18/2007,21:37:45,6.336,-82.706,Earthquake,26.4,5.7
3/4/2007,11:26:12,33.79,-38.473,Earthquake,10,5.6
3/13/2007,5:50:15,4.174,126.755,Earthquake,71.9,5.5
3/29/2007,14:40:44,-31.591,-71.837,Earthquake,25.1,5.6
4/2/2007,4:11:39,-7.174,156.051,Earthquake,10,5.6
4/4/2007,0:39:44,-7.141,156.047,Earthquake,10,6
4/12/2007,18:24:49,-61.828,160.96,Earthquake,10,6
4/25/2007,11:52:56,7.4,126.44,Earthquake,27.1,5.7
5/7/2007,11:15:16,-44.85,-80.453,Earthquake,10,6.1
5/24/2007,1:06:59,-9.228,157.433,Earthquake,10,5.5
6/11/2007,17:13:44,-35.687,-16.144,Earthquake,10,5.5
6/24/2007,0:25:18,-55.645,-2.626,Earthquake,10,6.5
7/16/2007,1:13:22,37.535,138.446,Earthquake,12,6.6
7/26/2007,5:40:16,2.872,127.464,Earthquake,25,6.9
8/2/2007,15:11:43,-21.555,-179.361,Earthquake,617.7,5.6
8/16/2007,4:04:09,-13.583,-76.587,Earthquake,36,5.6
8/20/2007,22:42:29,8.037,-39.251,Earthquake,6,6.5
9/12/2007,14:40:06,-3.158,101.463,Earthquake,35,5.9
9/19/2007,7:27:51,-2.746,100.892,Earthquake,35,6
9/28/2007,8:21:22,-21.238,169.407,Earthquake,10,5.5
10/6/2007,12:38:49,18.73,147.148,Earthquake,20,6.1
10/25/2007,3:44:41,-6.317,154.827,Earthquake,54.6,5.6
11/7/2007,7:10:22,22.15,92.388,Earthquake,28.7,5.5
11/19/2007,0:52:13,-21.185,-178.752,Earthquake,558.3,6.3
11/25/2007,19:53:05,-8.224,118.467,Earthquake,18,6.5
12/9/2007,7:28:21,-25.996,-177.514,Earthquake,152.5,7.8
12/21/2007,3:10:57,-57.72,-141.447,Earthquake,10,5.6
1/5/2008,7:29:33,-22.82,-68.484,Earthquake,103,5.7
1/20/2008,20:26:05,2.346,126.816,Earthquake,35,6.1
2/7/2008,7:50:55,1.228,122.653,Earthquake,35.6,5.8
2/21/2008,23:55:36,-2.323,99.88,Earthquake,24,5.7
3/3/2008,17:48:32,-4.467,101.452,Earthquake,27.5,5.6
3/24/2008,20:39:08,-20.043,-68.963,Earthquake,120,6.2
4/9/2008,11:23:40,-20.185,168.905,Earthquake,35,6.3
4/16/2008,5:54:20,51.878,-179.165,Earthquake,13,6.6
4/29/2008,5:26:05,41.452,142.03,Earthquake,46.7,5.8
5/14/2008,21:47:40,-56.771,-142.309,Earthquake,10,5.7
5/27/2008,5:51:12,-56.597,147.41,Earthquake,10,5.9
6/6/2008,20:02:57,35.883,-0.658,Earthquake,4,5.5
6/25/2008,23:37:12,41.937,142.486,Earthquake,55.6,5.5
7/13/2008,14:58:33,21.014,121.149,Earthquake,14,6.2
7/25/2008,0:29:23,51.279,178.982,Earthquake,21,5.9
8/9/2008,15:18:17,51.504,-178.441,Earthquake,58.2,5.5
8/25/2008,11:25:19,-39.715,176.851,Earthquake,31.8,5.5
9/5/2008,19:07:38,-1.171,-13.955,Earthquake,10,5.8
9/16/2008,11:15:41,-8.779,126.844,Earthquake,35,5.7
10/4/2008,11:47:06,-38.885,-91.23,Earthquake,10,5.5
10/20/2008,4:54:19,0.109,120.681,Earthquake,96,5.9
11/3/2008,19:21:58,1.145,97.253,Earthquake,10,5.7
11/17/2008,6:00:59,-5.659,128.799,Earthquake,306.1,5.6
11/28/2008,8:50:48,-4.755,101.764,Earthquake,25,5.9
12/11/2008,21:40:52,0.063,123.433,Earthquake,129,5.9
12/25/2008,22:40:24,23.417,64.499,Earthquake,13,5.8
1/8/2009,19:21:36,10.165,-84.197,Earthquake,14,6.1
1/26/2009,11:54:40,-17.796,-178.591,Earthquake,579.5,5.8
2/11/2009,17:49:17,3.892,126.533,Earthquake,35,5.6
2/18/2009,21:53:45,-27.424,-176.33,Earthquake,25,7
3/10/2009,4:04:23,-24.618,-176.362,Earthquake,35,5.5
3/26/2009,19:20:00,27.415,126.702,Earthquake,159.5,5.9
4/8/2009,6:26:55,-58.096,-6.263,Earthquake,10,5.6
4/21/2009,5:33:22,-4.23,129.664,Earthquake,30.2,5.7
5/17/2009,6:23:04,-16.825,-173.491,Earthquake,67,5.6
6/2/2009,2:55:15,-17.777,167.885,Earthquake,33.7,5.5
6/16/2009,20:05:57,-54.366,5.871,Earthquake,10,6.1
7/9/2009,11:19:16,25.632,101.095,Earthquake,7,5.7
7/28/2009,8:43:45,-5.497,101.705,Earthquake,16,5.6
8/10/2009,20:07:09,34.743,138.264,Earthquake,40.4,6.2
8/18/2009,17:59:14,-6.633,154.568,Earthquake,35,5.6
9/7/2009,16:12:23,-10.198,110.628,Earthquake,23,6.2
9/24/2009,7:16:20,18.829,-107.339,Earthquake,13,6.4
10/1/2009,20:55:43,-12.25,166.511,Earthquake,80.8,5.5
10/7/2009,22:29:19,-11.507,166.03,Earthquake,35,5.5
10/10/2009,21:24:39,47.851,152.455,Earthquake,112,6
10/18/2009,8:23:26,-3.651,123.203,Earthquake,20.9,5.6
11/2/2009,10:47:13,-24.121,-175.173,Earthquake,9,6.2
11/14/2009,9:50:46,-12.201,166.245,Earthquake,19.1,5.6
12/2/2009,20:27:12,12.189,125.552,Earthquake,14,5.5
12/19/2009,13:02:16,23.796,121.605,Earthquake,43,6.4
1/2/2010,8:45:33,12.424,141.949,Earthquake,8,6.1
1/12/2010,22:12:05,18.452,-72.513,Earthquake,10,5.7
1/19/2010,14:23:39,19.004,-80.804,Earthquake,10,5.9
2/5/2010,6:59:05,-47.911,99.593,Rock Burst,1,6.2
2/22/2010,5:08:49,-21.511,-173.778,Earthquake,33,5.7
2/27/2010,7:34:31,-33.821,-72.132,Earthquake,35,5.5
2/27/2010,17:24:31,-36.354,-73.208,Earthquake,19,6.1
3/4/2010,1:59:49,-33.216,-72.125,Earthquake,24.2,6
3/11/2010,15:06:02,-34.47,-72.004,Earthquake,31.5,6
3/19/2010,8:54:44,-35.541,-73.475,Earthquake,14.4,5.5
4/5/2010,22:36:57,-19.86,-68.842,Earthquake,94.2,5.8
4/18/2010,1:49:38,-37.159,-73.753,Earthquake,29.9,5.6
5/6/2010,11:35:30,-55.725,-127.942,Earthquake,10,5.8
5/26/2010,8:53:08,25.773,129.944,Earthquake,10,6.5
6/11/2010,16:37:48,26.688,142.503,Earthquake,7,5.7
6/28/2010,18:19:08,-8.947,160.863,Earthquake,35,5.8
7/17/2010,16:20:02,-15.661,-175.223,Earthquake,10,5.6
7/24/2010,5:35:01,6.218,123.519,Earthquake,553,6.6
8/4/2010,22:01:44,-5.746,150.765,Earthquake,44,7
8/15/2010,2:10:38,53.557,160.121,Earthquake,40.3,5.5
9/3/2010,17:06:51,-3.65,101.961,Earthquake,73.2,5.6
9/16/2010,1:54:40,-16.031,-173.96,Earthquake,84,5.8
10/3/2010,4:30:15,-47.287,100.249,Earthquake,10,5.5
10/21/2010,2:49:56,-34.737,-73.726,Earthquake,8,5.9
11/2/2010,18:10:15,47.092,146.747,Earthquake,369.4,5.5
11/21/2010,4:36:31,-54.967,-131.479,Earthquake,10,6
12/8/2010,6:47:16,7.481,126.505,Earthquake,53.1,5.9
12/21/2010,20:18:43,27.096,143.236,Earthquake,10,5.6
1/1/2011,9:56:58,-26.803,-63.136,Earthquake,576.8,7
1/13/2011,16:16:42,-20.628,168.471,Earthquake,9,7
1/29/2011,12:39:00,21.613,142.956,Earthquake,321.2,5.5
2/13/2011,10:35:07,-36.649,-73.176,Earthquake,17,6
2/28/2011,7:49:07,34.98,25.42,Earthquake,53,5.7
3/10/2011,8:08:21,38.603,143.27,Earthquake,17.4,5.6
3/11/2011,6:20:04,36.004,142.067,Earthquake,49.3,6.5
3/11/2011,7:02:57,39.693,142.529,Earthquake,41.6,5.8
3/11/2011,7:44:28,36.195,141.813,Earthquake,13.8,5.8
3/11/2011,9:09:15,37.683,143.311,Earthquake,39.2,5.5
3/11/2011,12:15:45,39.084,142.264,Earthquake,50.2,5.8
3/11/2011,18:59:17,37.014,138.376,Earthquake,9.3,6.2
3/12/2011,6:18:45,39.171,142.33,Earthquake,53.7,5.5
3/15/2011,9:49:53,37.367,142.301,Earthquake,8,5.8
3/20/2011,5:55:31,37.724,141.363,Earthquake,57.1,5.6
3/24/2011,13:55:12,20.687,99.822,Earthquake,8,6.9
4/6/2011,14:01:43,1.612,97.086,Earthquake,20,6
4/16/2011,2:19:31,36.378,139.653,Earthquake,77,5.8
4/28/2011,13:07:44,10.129,-103.614,Earthquake,10,5.8
5/10/2011,10:44:07,-20.311,168.451,Earthquake,10,5.5
5/21/2011,0:16:26,-56.074,-27.11,Earthquake,48,5.9
6/9/2011,20:16:28,-30.42,-178.055,Earthquake,30.7,5.6
6/24/2011,6:33:08,-10.925,165.931,Earthquake,72.1,6.1
7/6/2011,19:03:18,-29.539,-176.34,Earthquake,17,7.6
7/12/2011,20:11:01,10.648,-85.2,Earthquake,10,5.5
7/23/2011,16:34:42,13.107,145.253,Earthquake,14,5.5
8/2/2011,19:18:47,-23.983,179.007,Earthquake,528.9,5.7
8/16/2011,20:24:04,-57.229,-25.452,Earthquake,44.3,5.7
8/25/2011,10:39:58,-13.598,166.996,Earthquake,158.6,5.9
9/9/2011,19:26:01,-49.586,164.007,Earthquake,10,5.9
9/18/2011,12:40:52,27.73,88.155,Earthquake,50,6.9
10/11/2011,13:05:49,-2.247,138.838,Earthquake,27.2,5.7
10/30/2011,3:23:46,25.372,122.866,Earthquake,224.2,5.7
11/11/2011,15:02:20,-17.708,-173.095,Earthquake,10,5.6
11/28/2011,12:26:45,-5.48,153.733,Earthquake,25,6.1
12/15/2011,10:10:07,-32.718,-179.099,Earthquake,32,6
1/12/2012,3:20:50,36.994,141.071,Earthquake,16,5.5
1/28/2012,0:22:19,40.177,142.211,Earthquake,55.3,5.6
2/9/2012,8:49:25,-56.383,-25.816,Earthquake,10,5.5
2/28/2012,15:07:35,28.2,139.391,Earthquake,504.2,5.6
3/16/2012,7:58:03,10.037,125.633,Earthquake,18,5.8
4/10/2012,5:09:08,-1.261,-13.972,Earthquake,10,5.8
4/14/2012,22:05:26,-18.972,168.741,Earthquake,11,6.2
4/24/2012,14:57:10,8.868,93.949,Earthquake,14.1,5.5
5/7/2012,4:40:28,41.549,46.789,Earthquake,11,5.6
5/28/2012,21:47:09,-19.962,-175.976,Earthquake,210.7,5.9
6/10/2012,12:44:17,36.42,28.88,Earthquake,35,6
6/29/2012,15:31:47,-24.747,-9.663,Earthquake,10,5.8
7/18/2012,8:09:46,-20.872,-178.508,Earthquake,536.9,5.9
8/3/2012,7:22:31,-16.919,-176.916,Earthquake,20,5.5
8/21/2012,17:39:38,-0.172,92.056,Earthquake,15.1,5.6
9/5/2012,14:42:08,10.085,-85.315,Earthquake,35,7.6
9/25/2012,3:06:54,-15.517,-173.901,Earthquake,121.7,5.6
10/14/2012,4:58:05,-7.145,156.048,Earthquake,37,5.8
10/28/2012,3:52:20,52.576,-131.962,Earthquake,10,5.5
11/11/2012,1:12:39,23.005,95.885,Earthquake,13.7,6.8
11/27/2012,2:59:07,-2.952,129.219,Earthquake,11.2,5.7
12/11/2012,6:18:27,0.533,126.231,Earthquake,30,6
1/8/2013,14:16:09,39.656,25.54,Earthquake,12.8,5.7
1/31/2013,9:53:40,55.435,-135.018,Earthquake,13.4,5.9
2/6/2013,1:54:15,-10.499,165.588,Earthquake,8.8,7
2/7/2013,18:59:16,-10.997,165.655,Earthquake,11,6.7
2/13/2013,5:21:19,-2.975,130.205,Earthquake,35,5.6
2/28/2013,3:09:45,-17.721,167.338,Earthquake,18,5.9
3/22/2013,22:40:54,-28.044,-176.568,Earthquake,11.7,5.5
4/10/2013,20:20:27,20.722,122.064,Earthquake,11.5,5.8
4/20/2013,4:51:12,-6.292,130.218,Earthquake,108.1,5.9
5/12/2013,0:07:00,26.404,57.522,Earthquake,17.6,5.5
5/21/2013,5:43:21,52.281,160.072,Earthquake,30,6.1
6/2/2013,20:08:27,7.282,124.928,Earthquake,10,5.5
6/24/2013,8:01:39,-6.453,148.684,Earthquake,10,5.7
7/8/2013,15:30:28,16.707,40.831,Earthquake,10.5,5.5
7/26/2013,21:33:00,-57.915,-23.841,Earthquake,13,6.3
8/16/2013,5:31:16,-41.6688,174.2623,Earthquake,14.258,5.9
9/3/2013,22:29:31,51.3277,-130.2195,Earthquake,9.85,5.5
9/21/2013,16:48:59,-33.5102,-178.0226,Earthquake,10,5.8
10/11/2013,21:25:00,-30.6623,-178.4838,Earthquake,151,6.2
10/27/2013,18:13:06,37.0876,144.5734,Earthquake,20.16,5.5
11/13/2013,3:57:40,51.5477,-178.9984,Earthquake,20,5.8
11/22/2013,18:30:58,34.3083,45.6105,Earthquake,14,5.8
12/16/2013,12:07:25,-46.0838,165.9893,Earthquake,11.37,5.8
1/4/2014,0:11:48,-20.687,-70.795,Earthquake,26.1,5.7
1/27/2014,16:42:38,-19.2592,-63.9189,Earthquake,600.21,5.6
2/14/2014,7:44:15,-22.9553,-114.3303,Earthquake,12,5.6
3/7/2014,10:04:53,-28.152,-176.6437,Earthquake,27,5.7
3/19/2014,16:00:23,-27.8839,-177.1289,Earthquake,30.73,5.8
3/31/2014,12:53:06,-19.511,-69.174,Earthquake,114.5,5.6
4/5/2014,2:22:39,-32.7997,-71.5803,Earthquake,40.18,5.6
4/13/2014,12:46:40,-11.4721,162.3912,Earthquake,10,5.7
4/20/2014,0:15:58,-7.1646,155.3351,Earthquake,20,6.2
5/5/2014,11:08:43,19.6557,99.6696,Earthquake,6,6.1
5/17/2014,12:13:28,-54.2473,-146.6847,Earthquake,5,5.7
5/28/2014,21:15:07,18.045,-68.3509,Earthquake,90,5.8
6/16/2014,6:39:32,1.6444,-79.2557,Earthquake,14.97,5.7
6/24/2014,8:12:31,52.2488,176.4606,Earthquake,11,5.7
7/6/2014,22:11:30,-21.1445,173.9522,Earthquake,8,5.8
7/23/2014,21:39:08,-20.2267,-68.6776,Earthquake,118.73,5.6
8/10/2014,13:33:21,5.8688,127.1348,Earthquake,78,5.6
8/27/2014,16:31:14,-15.5674,-177.8307,Earthquake,10,5.6
9/16/2014,2:35:18,-6.308,151.7171,Earthquake,28.07,5.5
10/4/2014,19:16:36,17.418,-94.822,Earthquake,145.8,5.6
10/15/2014,23:53:02,31.7863,140.5047,Earthquake,60,5.5
11/10/2014,21:38:01,-30.0426,-177.8549,Earthquake,29,5.7
11/22/2014,19:14:16,45.8977,27.1505,Earthquake,32,5.6
12/9/2014,3:09:23,1.5378,126.232,Earthquake,40.71,5.7
1/5/2015,17:48:42,-43.0546,171.2364,Earthquake,8.06,5.6
1/28/2015,21:08:54,40.3178333,-124.6066667,Earthquake,17.17,5.73
2/16/2015,23:06:28,39.8558,142.8808,Earthquake,23,6.7
3/3/2015,10:37:30,-0.7789,98.7161,Earthquake,28,6.1
3/28/2015,22:28:51,0.4002,121.9895,Earthquake,118,5.9
4/14/2015,8:13:55,-15.1965,-173.3499,Earthquake,8,5.6
4/30/2015,10:19:08,-60.3933,-26.9077,Earthquake,10,5.8
5/12/2015,7:05:20,27.8087,86.0655,Earthquake,15,7.3
5/26/2015,10:32:03,-22.057,-68.5076,Earthquake,124,5.6
6/15/2015,17:40:54,-9.742,125.2517,Earthquake,20,5.8
7/1/2015,19:35:21,-10.9911,162.5558,Earthquake,12,6
7/18/2015,2:27:34,-10.4012,165.1409,Earthquake,11,7
8/5/2015,9:13:24,16.1408,-93.664,Earthquake,100.85,5.7
8/13/2015,14:08:00,23.9689,122.4897,Earthquake,17.32,5.6
9/7/2015,14:06:28,-32.8265,-178.198,Earthquake,10,5.9
9/16/2015,23:23:26,-31.1674,-71.772,Earthquake,32.1,5.7
9/19/2015,9:07:10,-31.0999,-71.5902,Earthquake,28,5.7
10/4/2015,3:49:49,-30.3105,-72.1018,Earthquake,5.89,5.5
10/23/2015,22:03:23,-2.1661,138.2666,Earthquake,8,5.8
11/8/2015,10:46:17,51.5002,-172.9113,Earthquake,16,5.6
11/20/2015,5:31:52,26.3565,142.6429,Earthquake,14,5.8
12/6/2015,17:09:29,-18.1602,-178.694,Earthquake,547,5.6
12/25/2015,17:58:05,-40.7281,-86.4356,Earthquake,10,5.8
1/14/2016,3:25:34,41.9723,142.781,Earthquake,46,6.7
1/31/2016,2:50:06,-2.8659,147.1385,Earthquake,10,5.7
2/21/2016,21:26:42,24.5533,142.4073,Earthquake,21,5.6
3/18/2016,0:31:26,-4.5473,153.0955,Earthquake,34.94,5.6
4/5/2016,8:29:21,4.2073,126.6515,Earthquake,35,5.9
4/14/2016,21:50:28,-14.5284,166.4334,Earthquake,16,6.4
4/20/2016,12:19:44,37.8013,141.6216,Earthquake,33.11,5.9
5/7/2016,0:18:37,18.3754,-105.3371,Earthquake,10,5.6
5/31/2016,5:23:47,25.5615,122.5458,Earthquake,246.4,6.4
6/10/2016,18:29:51,-16.4825,-177.2142,Earthquake,10,5.8
6/27/2016,20:50:35,16.5502,-97.8332,Earthquake,19,5.7
7/19/2016,5:18:40,-30.2523,-71.9722,Earthquake,8.01,5.8
8/1/2016,7:42:51,-23.9646,82.5565,Earthquake,10,5.6
8/20/2016,9:01:26,40.3942,143.6796,Earthquake,10,6
9/1/2016,17:36:00,-37.0274,179.0179,Earthquake,8.88,5.5
9/15/2016,5:57:24,12.44,-86.6423,Earthquake,10,5.7
9/29/2016,0:21:10,-35.6012,-103.8967,Earthquake,10,5.5
10/20/2016,6:25:56,22.2432,143.7548,Earthquake,104.46,5.6
11/8/2016,3:09:25,-58.1134,148.1913,Earthquake,10,5.7
11/14/2016,6:47:52,-42.3335,173.9064,Earthquake,12,5.7
11/30/2016,2:42:15,-6.9865,131.8204,Earthquake,24,5.7
12/10/2016,2:38:21,-10.3301,161.3501,Earthquake,38,5.6
12/20/2016,20:07:53,-10.1549,160.7816,Earthquake,10.38,5.5
